period,air_temperature,dewpoint
3598,5.6,4.9
3599,5.5,4.8
3600,4.8,4.15
3601,4.1,3.5
3602,3.15,2.6
3603,2.2,1.7
3604,2.0,1.6
3605,1.8,1.5
3606,1.45,1.15
3607,1.1,0.8
3608,1.3,1.05
3609,1.5,1.3
3610,0.9,0.7
3611,0.3,0.1
3612,0.35,0.2
3613,0.4,0.3
3614,0.85,0.75
3615,1.3,1.2
3616,1.85,1.8
3617,2.4,2.4
3618,3.05,3.05
3619,3.7,3.7
3620,3.9,3.7
3621,4.1,3.7
3622,4.2,3.6
3623,4.3,3.5
3624,4.75,3.7
3625,5.2,3.9
3626,5.4,3.9
3627,5.6,3.9
3628,5.4,4.25
3629,5.2,4.6
3630,5.25,4.75
3631,5.3,4.9
3632,5.35,4.95
3633,5.4,5.0
3634,5.4,5.05
3635,5.4,5.1
3636,5.4,5.1
3637,5.4,5.1
3638,5.6,5.15
3639,5.8,5.2
3640,5.8,5.15
3641,5.8,5.1
3642,5.9,5.1
3643,6.0,5.1
3644,5.95,5.05
3645,5.9,5.0
3646,5.85,5.0
3647,5.8,5.0
3648,5.65,4.95
3649,5.5,4.9
3650,5.5,5.0
3651,5.5,5.1
3652,5.25,4.9
3653,5.0,4.7
3654,4.9,4.6
3655,4.8,4.5
3656,4.8,4.5
3657,4.8,4.5
3658,4.75,4.45
3659,4.7,4.4
3660,4.65,4.4
3661,4.6,4.4
3662,4.15,3.95
3663,3.7,3.5
3664,4.4,4.2
3665,5.1,4.9
3666,5.8,5.25
3667,6.5,5.6
3668,7.4,5.2
3669,8.3,4.8
3670,8.85,4.4
3671,9.4,4.0
3672,9.75,3.6
3673,10.1,3.2
3674,9.85,3.25
3675,9.6,3.3
3676,9.65,2.45
3677,9.7,1.6
3678,9.85,0.95
3679,10.0,0.3
3680,10.3,-0.05
3681,10.6,-0.4
3682,10.2,-0.25
3683,9.8,-0.1
3684,9.05,0.55
3685,8.3,1.2
3686,6.95,1.3
3687,5.6,1.4
3688,5.95,2.1
3689,6.3,2.8
3690,5.9,2.55
3691,5.5,2.3
3692,5.25,2.55
3693,5.0,2.8
3694,4.3,2.35
3695,3.6,1.9
3696,2.95,1.55
3697,2.3,1.2
3698,2.1,1.1
3699,1.9,1.0
3700,1.6,0.8
3701,1.3,0.6
3702,1.25,0.5
3703,1.2,0.4
3704,0.7,-0.1
3705,0.2,-0.6
3706,0.35,-0.3
3707,0.5,0.0
3708,0.75,0.2
3709,1.0,0.4
3710,0.75,0.1
3711,0.5,-0.2
3712,1.7,1.1
3713,2.9,2.4
3714,5.45,2.05
3715,8.0,1.7
3716,9.05,1.55
3717,10.1,1.4
3718,10.7,2.25
3719,11.3,3.1
3720,11.25,3.15
3721,11.2,3.2
3722,11.7,2.55
3723,12.2,1.9
3724,12.65,2.2
3725,13.1,2.5
3726,12.5,2.85
3727,11.9,3.2
3728,11.85,2.75
3729,11.8,2.3
3730,11.4,2.55
3731,11.0,2.8
3732,10.8,3.05
3733,10.6,3.3
3734,10.25,3.3
3735,9.9,3.3
3736,9.65,3.4
3737,9.4,3.5
3738,9.2,3.25
3739,9.0,3.0
3740,8.65,2.9
3741,8.3,2.8
3742,8.05,2.65
3743,7.8,2.5
3744,7.75,2.5
3745,7.7,2.5
3746,7.75,2.5
3747,7.8,2.5
3748,8.0,2.6
3749,8.2,2.7
3750,8.55,3.1
3751,8.9,3.5
3752,8.8,4.1
3753,8.7,4.7
3754,8.55,5.4
3755,8.4,6.1
3756,8.3,6.3
3757,8.2,6.5
3758,8.05,6.4
3759,7.9,6.3
3760,8.5,6.2
3761,9.1,6.1
3762,9.85,6.15
3763,10.6,6.2
3764,9.95,6.05
3765,9.3,5.9
3766,10.05,6.4
3767,10.8,6.9
3768,11.55,7.05
3769,12.3,7.2
3770,12.5,6.35
3771,12.7,5.5
3772,11.95,4.25
3773,11.2,3.0
3774,11.35,2.95
3775,11.5,2.9
3776,11.6,2.7
3777,11.7,2.5
3778,11.3,2.6
3779,10.9,2.7
3780,10.45,3.05
3781,10.0,3.4
3782,9.75,3.65
3783,9.5,3.9
3784,9.1,3.0
3785,8.7,2.1
3786,8.2,1.7
3787,7.7,1.3
3788,7.15,1.15
3789,6.6,1.0
3790,6.0,0.8
3791,5.4,0.6
3792,4.8,0.8
3793,4.2,1.0
3794,3.75,0.8
3795,3.3,0.6
3796,2.75,0.55
3797,2.2,0.5
3798,2.55,1.1
3799,2.9,1.7
3800,3.3,1.45
3801,3.7,1.2
3802,3.55,1.5
3803,3.4,1.8
3804,4.65,2.25
3805,5.9,2.7
3806,5.75,1.6
3807,5.6,0.5
3808,5.6,0.5
3809,5.6,0.5
3810,5.95,0.3
3811,6.3,0.1
3812,6.5,0.15
3813,6.7,0.2
3814,6.75,0.2
3815,6.8,0.2
3816,7.1,0.35
3817,7.4,0.5
3818,7.75,0.2
3819,8.1,-0.1
3820,8.1,-0.3
3821,8.1,-0.5
3822,8.25,-0.4
3823,8.4,-0.3
3824,8.2,-0.4
3825,8.0,-0.5
3826,7.8,-0.5
3827,7.6,-0.5
3828,7.35,-0.05
3829,7.1,0.4
3830,6.65,0.8
3831,6.2,1.2
3832,5.9,1.05
3833,5.6,0.9
3834,4.45,0.55
3835,3.3,0.2
3836,3.05,0.55
3837,2.8,0.9
3838,2.95,0.85
3839,3.1,0.8
3840,2.95,0.85
3841,2.8,0.9
3842,4.0,0.95
3843,5.2,1.0
3844,5.3,0.85
3845,5.4,0.7
3846,5.4,0.85
3847,5.4,1.0
3848,5.45,1.35
3849,5.5,1.7
3850,5.55,1.5
3851,5.6,1.3
3852,5.4,1.25
3853,5.2,1.2
3854,5.3,1.45
3855,5.4,1.7
3856,5.85,2.0
3857,6.3,2.3
3858,6.8,2.5
3859,7.3,2.7
3860,7.7,2.9
3861,8.1,3.1
3862,8.6,3.35
3863,9.1,3.6
3864,9.4,3.55
3865,9.7,3.5
3866,10.2,3.55
3867,10.7,3.6
3868,11.75,3.8
3869,12.8,4.0
3870,12.55,4.15
3871,12.3,4.3
3872,12.15,3.85
3873,12.0,3.4
3874,11.4,3.25
3875,10.8,3.1
3876,10.25,2.75
3877,9.7,2.4
3878,9.0,2.3
3879,8.3,2.2
3880,8.0,2.35
3881,7.7,2.5
3882,7.55,2.7
3883,7.4,2.9
3884,7.2,3.3
3885,7.0,3.7
3886,7.35,3.7
3887,7.7,3.7
3888,7.65,3.65
3889,7.6,3.6
3890,7.85,3.4
3891,8.1,3.2
3892,8.05,3.1
3893,8.0,3.0
3894,8.15,3.35
3895,8.3,3.7
3896,8.2,3.9
3897,8.1,4.1
3898,8.0,4.35
3899,7.9,4.6
3900,7.95,4.9
3901,8.0,5.2
3902,8.05,5.25
3903,8.1,5.3
3904,8.05,4.8
3905,8.0,4.3
3906,8.2,4.05
3907,8.4,3.8
3908,8.7,3.35
3909,9.0,2.9
3910,9.2,1.9
3911,9.4,0.9
3912,10.0,0.5
3913,10.6,0.1
3914,11.05,0.1
3915,11.5,0.1
3916,11.5,-0.05
3917,11.5,-0.2
3918,10.95,-0.15
3919,10.4,-0.1
3920,10.15,0.0
3921,9.9,0.1
3922,9.3,0.6
3923,8.7,1.1
3924,8.3,0.6
3925,7.9,0.1
3926,7.15,0.55
3927,6.4,1.0
3928,6.0,0.7
3929,5.6,0.4
3930,5.35,0.45
3931,5.1,0.5
3932,4.7,0.7
3933,4.3,0.9
3934,4.15,0.95
3935,4.0,1.0
3936,3.85,1.05
3937,3.7,1.1
3938,3.6,0.95
3939,3.5,0.8
3940,3.3,0.85
3941,3.1,0.9
3942,2.8,0.65
3943,2.5,0.4
3944,2.4,0.45
3945,2.3,0.5
3946,2.6,0.75
3947,2.9,1.0
3948,2.8,0.95
3949,2.7,0.9
3950,2.5,0.85
3951,2.3,0.8
3952,3.45,0.9
3953,4.6,1.0
3954,5.2,0.9
3955,5.8,0.8
3956,6.1,0.95
3957,6.4,1.1
3958,7.05,1.3
3959,7.7,1.5
3960,7.85,0.4
3961,8.0,-0.7
3962,8.5,-0.85
3963,9.0,-1.0
3964,8.0,-0.15
3965,7.0,0.7
3966,7.2,0.45
3967,7.4,0.2
3968,8.15,-0.3
3969,8.9,-0.8
3970,7.85,-0.35
3971,6.8,0.1
3972,5.9,0.35
3973,5.0,0.6
3974,3.95,0.65
3975,2.9,0.7
3976,2.4,0.75
3977,1.9,0.8
3978,1.55,0.65
3979,1.2,0.5
3980,1.8,1.0
3981,2.4,1.5
3982,2.65,1.75
3983,2.9,2.0
3984,3.35,1.6
3985,3.8,1.2
3986,3.4,0.95
3987,3.0,0.7
3988,2.35,0.5
3989,1.7,0.3
3990,1.9,0.55
3991,2.1,0.8
3992,1.85,0.5
3993,1.6,0.2
3994,0.95,-0.3
3995,0.3,-0.8
3996,-0.1,-0.95
3997,-0.5,-1.1
3998,0.25,-0.35
3999,1.0,0.4
4000,1.9,1.1
4001,2.8,1.8
4002,3.6,0.8
4003,4.4,-0.2
4004,4.4,0.2
4005,4.4,0.6
4006,5.6,0.75
4007,6.8,0.9
4008,7.2,0.7
4009,7.6,0.5
4010,7.55,0.3
4011,7.5,0.1
4012,7.2,0.3
4013,6.9,0.5
4014,6.7,0.7
4015,6.5,0.9
4016,6.95,1.5
4017,7.4,2.1
4018,7.4,1.75
4019,7.4,1.4
4020,7.3,1.25
4021,7.2,1.1
4022,7.0,0.55
4023,6.8,0.0
4024,6.25,0.65
4025,5.7,1.3
4026,5.4,1.05
4027,5.1,0.8
4028,4.9,0.6
4029,4.7,0.4
4030,4.75,0.1
4031,4.8,-0.2
4032,4.7,-0.35
4033,4.6,-0.5
4034,4.8,-0.65
4035,5.0,-0.8
4036,4.3,0.15
4037,3.6,1.1
4038,3.35,1.3
4039,3.1,1.5
4040,3.1,1.6
4041,3.1,1.7
4042,3.05,1.75
4043,3.0,1.8
4044,3.1,1.75
4045,3.2,1.7
4046,3.1,1.7
4047,3.0,1.7
4048,3.0,1.75
4049,3.0,1.8
4050,3.25,2.05
4051,3.5,2.3
4052,3.8,2.6
4053,4.1,2.9
4054,4.4,2.75
4055,4.7,2.6
4056,5.45,2.6
4057,6.2,2.6
4058,7.3,2.9
4059,8.4,3.2
4060,8.6,2.9
4061,8.8,2.6
4062,9.1,2.3
4063,9.4,2.0
4064,9.6,1.75
4065,9.8,1.5
4066,9.25,1.65
4067,8.7,1.8
4068,8.4,1.7
4069,8.1,1.6
4070,7.65,1.3
4071,7.2,1.0
4072,6.95,0.85
4073,6.7,0.7
4074,6.2,0.4
4075,5.7,0.1
4076,5.2,0.05
4077,4.7,0.0
4078,4.65,-0.1
4079,4.6,-0.2
4080,4.35,-0.2
4081,4.1,-0.2
4082,3.9,-0.5
4083,3.7,-0.8
4084,3.1,-1.15
4085,2.5,-1.5
4086,2.55,-1.15
4087,2.6,-0.8
4088,2.65,-0.5
4089,2.7,-0.2
4090,2.8,-0.15
4091,2.9,-0.1
4092,2.85,-0.1
4093,2.8,-0.1
4094,3.0,0.25
4095,3.2,0.6
4096,4.4,0.9
4097,5.6,1.2
4098,6.5,1.35
4099,7.4,1.5
4100,7.15,1.75
4101,6.9,2.0
4102,7.25,1.55
4103,7.6,1.1
4104,8.15,1.05
4105,8.7,1.0
4106,9.7,0.75
4107,10.7,0.5
4108,10.65,-0.3
4109,10.6,-1.1
4110,10.3,-1.25
4111,10.0,-1.4
4112,9.65,-1.15
4113,9.3,-0.9
4114,9.2,-1.1
4115,9.1,-1.3
4116,8.75,-1.35
4117,8.4,-1.4
4118,8.05,-1.25
4119,7.7,-1.1
4120,6.75,-0.65
4121,5.8,-0.2
4122,5.85,-0.15
4123,5.9,-0.1
4124,5.9,-0.65
4125,5.9,-1.2
4126,6.05,-1.4
4127,6.2,-1.6
4128,6.25,-1.2
4129,6.3,-0.8
4130,6.55,-1.35
4131,6.8,-1.9
4132,6.55,-1.75
4133,6.3,-1.6
4134,5.85,-0.8
4135,5.4,0.0
4136,4.9,1.15
4137,4.4,2.3
4138,4.65,2.7
4139,4.9,3.1
4140,5.3,3.6
4141,5.7,4.1
4142,6.0,4.8
4143,6.3,5.5
4144,7.95,6.35
4145,9.6,7.2
4146,9.95,7.45
4147,10.3,7.7
4148,11.05,8.3
4149,11.8,8.9
4150,12.6,9.05
4151,13.4,9.2
4152,13.5,8.65
4153,13.6,8.1
4154,13.05,7.45
4155,12.5,6.8
4156,11.9,6.0
4157,11.3,5.2
4158,11.15,5.0
4159,11.0,4.8
4160,10.6,4.5
4161,10.2,4.2
4162,9.45,3.85
4163,8.7,3.5
4164,8.5,3.15
4165,8.3,2.8
4166,7.9,2.75
4167,7.5,2.7
4168,7.05,1.9
4169,6.6,1.1
4170,6.2,1.7
4171,5.8,2.3
4172,5.8,2.55
4173,5.8,2.8
4174,5.55,3.25
4175,5.3,3.7
4176,5.1,3.5
4177,4.9,3.3
4178,4.75,3.45
4179,4.6,3.6
4180,4.6,3.8
4181,4.6,4.0
4182,4.3,3.2
4183,4.0,2.4
4184,3.85,2.35
4185,3.7,2.3
4186,4.0,2.3
4187,4.3,2.3
4188,4.2,2.3
4189,4.1,2.3
4190,4.25,2.65
4191,4.4,3.0
4192,4.75,3.2
4193,5.1,3.4
4194,5.8,3.35
4195,6.5,3.3
4196,6.8,3.3
4197,7.1,3.3
4198,6.75,3.9
4199,6.4,4.5
4200,6.55,4.55
4201,6.7,4.6
4202,7.45,3.85
4203,8.2,3.1
4204,8.05,2.9
4205,7.9,2.7
4206,8.05,3.15
4207,8.2,3.6
4208,8.2,2.95
4209,8.2,2.3
4210,7.6,2.05
4211,7.0,1.8
4212,6.35,1.85
4213,5.7,1.9
4214,5.75,1.2
4215,5.8,0.5
4216,5.2,0.6
4217,4.6,0.7
4218,4.55,0.55
4219,4.5,0.4
4220,3.95,0.0
4221,3.4,-0.4
4222,3.5,-0.6
4223,3.6,-0.8
4224,3.6,-0.4
4225,3.6,0.0
4226,2.9,0.3
4227,2.2,0.6
4228,2.45,0.1
4229,2.7,-0.4
4230,2.6,-0.6
4231,2.5,-0.8
4232,2.35,-1.2
4233,2.2,-1.6
4234,2.25,-1.65
4235,2.3,-1.7
4236,2.45,-2.1
4237,2.6,-2.5
4238,2.75,-1.8
4239,2.9,-1.1
4240,3.7,-0.4
4241,4.5,0.3
4242,5.0,0.4
4243,5.5,0.5
4244,4.9,1.1
4245,4.3,1.7
4246,5.75,2.25
4247,7.2,2.8
4248,6.0,2.8
4249,4.8,2.8
4250,5.55,2.9
4251,6.3,3.0
4252,7.05,2.05
4253,7.8,1.1
4254,7.5,0.85
4255,7.2,0.6
4256,6.35,1.35
4257,5.5,2.1
4258,4.85,1.95
4259,4.2,1.8
4260,3.95,2.0
4261,3.7,2.2
4262,5.1,3.5
4263,6.5,4.8
4264,7.5,5.85
4265,8.5,6.9
4266,8.55,6.7
4267,8.6,6.5
4268,8.65,6.25
4269,8.7,6.0
4270,8.25,5.5
4271,7.8,5.0
4272,7.85,4.8
4273,7.9,4.6
4274,8.0,4.55
4275,8.1,4.5
4276,8.05,4.15
4277,8.0,3.8
4278,7.65,2.25
4279,7.3,0.7
4280,6.65,0.7
4281,6.0,0.7
4282,5.7,0.35
4283,5.4,0.0
4284,5.1,-0.1
4285,4.8,-0.2
4286,4.8,-0.6
4287,4.8,-1.0
4288,5.3,-0.55
4289,5.8,-0.1
4290,5.5,0.0
4291,5.2,0.1
4292,4.7,0.65
4293,4.2,1.2
4294,4.95,0.9
4295,5.7,0.6
4296,5.05,1.65
4297,4.4,2.7
4298,5.1,1.65
4299,5.8,0.6
4300,5.9,-1.1
4301,6.0,-2.8
4302,5.5,-2.65
4303,5.0,-2.5
4304,4.1,-1.35
4305,3.2,-0.2
4306,3.85,-0.45
4307,4.5,-0.7
4308,4.1,-0.55
4309,3.7,-0.4
4310,3.25,0.15
4311,2.8,0.7
4312,2.95,-0.05
4313,3.1,-0.8
4314,3.1,-0.9
4315,3.1,-1.0
4316,2.9,-0.5
4317,2.7,0.0
4318,2.95,-0.45
4319,3.2,-0.9
4320,3.1,-0.5
4321,3.0,-0.1
4322,3.1,-0.45
4323,3.2,-0.8
4324,3.25,-1.25
4325,3.3,-1.7
4326,3.2,-1.65
4327,3.1,-1.6
4328,2.9,-1.45
4329,2.7,-1.3
4330,2.7,-1.7
4331,2.7,-2.1
4332,2.85,-2.05
4333,3.0,-2.0
4334,3.15,-1.55
4335,3.3,-1.1
4336,4.25,-0.7
4337,5.2,-0.3
4338,5.65,0.05
4339,6.1,0.4
4340,6.7,0.5
4341,7.3,0.6
4342,7.65,1.15
4343,8.0,1.7
4344,8.4,1.1
4345,8.8,0.5
4346,8.35,0.65
4347,7.9,0.8
4348,8.5,0.8
4349,9.1,0.8
4350,8.95,0.65
4351,8.8,0.5
4352,8.05,0.65
4353,7.3,0.8
4354,7.25,0.55
4355,7.2,0.3
4356,6.95,0.25
4357,6.7,0.2
4358,6.35,0.35
4359,6.0,0.5
4360,5.65,0.65
4361,5.3,0.8
4362,4.75,0.8
4363,4.2,0.8
4364,3.9,0.45
4365,3.6,0.1
4366,3.2,0.1
4367,2.8,0.1
4368,2.75,-1.0
4369,2.7,-2.1
4370,1.95,-1.95
4371,1.2,-1.8
4372,0.7,-1.95
4373,0.2,-2.1
4374,0.05,-2.7
4375,-0.1,-3.3
4376,-0.35,-3.2
4377,-0.6,-3.1
4378,-0.75,-3.25
4379,-0.9,-3.4
4380,-0.95,-3.5
4381,-1.0,-3.6
4382,0.2,-3.35
4383,1.4,-3.1
4384,2.6,-3.35
4385,3.8,-3.6
4386,4.95,-3.3
4387,6.1,-3.0
4388,6.6,-2.9
4389,7.1,-2.8
4390,7.55,-2.95
4391,8.0,-3.1
4392,8.45,-2.8
4393,8.9,-2.5
4394,8.65,-2.15
4395,8.4,-1.8
4396,8.6,-2.0
4397,8.8,-2.2
4398,8.9,-1.9
4399,9.0,-1.6
4400,8.9,-1.45
4401,8.8,-1.3
4402,8.85,-1.0
4403,8.9,-0.7
4404,8.65,-0.5
4405,8.4,-0.3
4406,8.2,0.1
4407,8.0,0.5
4408,7.75,0.25
4409,7.5,0.0
4410,7.2,0.05
4411,6.9,0.1
4412,6.9,0.3
4413,6.9,0.5
4414,6.7,0.85
4415,6.5,1.2
4416,6.0,1.7
4417,5.5,2.2
4418,5.2,2.55
4419,4.9,2.9
4420,4.8,2.85
4421,4.7,2.8
4422,4.65,2.6
4423,4.6,2.4
4424,4.45,2.4
4425,4.3,2.4
4426,4.25,2.5
4427,4.2,2.6
4428,4.25,2.75
4429,4.3,2.9
4430,4.4,3.0
4431,4.5,3.1
4432,4.8,3.35
4433,5.1,3.6
4434,5.7,3.55
4435,6.3,3.5
4436,6.3,3.45
4437,6.3,3.4
4438,6.35,3.5
4439,6.4,3.6
4440,6.05,3.55
4441,5.7,3.5
4442,6.9,4.3
4443,8.1,5.1
4444,7.75,4.7
4445,7.4,4.3
4446,7.75,4.55
4447,8.1,4.8
4448,8.5,5.1
4449,8.9,5.4
4450,8.9,4.95
4451,8.9,4.5
4452,8.8,4.45
4453,8.7,4.4
4454,8.5,4.75
4455,8.3,5.1
4456,8.15,5.35
4457,8.0,5.6
4458,7.75,6.15
4459,7.5,6.7
4460,7.05,6.25
4461,6.6,5.8
4462,6.25,5.65
4463,5.9,5.5
4464,6.4,6.1
4465,6.9,6.7
4466,7.15,6.9
4467,7.4,7.1
4468,7.15,6.5
4469,6.9,5.9
4470,6.1,5.25
4471,5.3,4.6
4472,4.95,4.4
4473,4.6,4.2
4474,4.45,4.15
4475,4.3,4.1
4476,4.15,3.95
4477,4.0,3.8
4478,4.65,4.5
4479,5.3,5.2
4480,5.9,5.3
4481,6.5,5.4
4482,7.4,5.05
4483,8.3,4.7
4484,9.0,4.55
4485,9.7,4.4
4486,10.05,3.95
4487,10.4,3.5
4488,10.95,3.75
4489,11.5,4.0
4490,11.9,4.85
4491,12.3,5.7
4492,12.4,6.0
4493,12.5,6.3
4494,13.05,6.95
4495,13.6,7.6
4496,13.95,7.65
4497,14.3,7.7
4498,14.3,7.95
4499,14.3,8.2
4500,14.3,8.25
4501,14.3,8.3
4502,13.8,8.4
4503,13.3,8.5
4504,12.95,8.55
4505,12.6,8.6
4506,11.55,8.2
4507,10.5,7.8
4508,9.85,7.8
4509,9.2,7.8
4510,8.9,7.6
4511,8.6,7.4
4512,8.25,7.15
4513,7.9,6.9
4514,7.3,6.5
4515,6.7,6.1
4516,6.55,6.05
4517,6.4,6.0
4518,6.9,6.6
4519,7.4,7.2
4520,7.3,7.05
4521,7.2,6.9
4522,7.15,6.9
4523,7.1,6.9
4524,6.9,6.7
4525,6.7,6.5
4526,7.0,6.7
4527,7.3,6.9
4528,8.2,6.95
4529,9.1,7.0
4530,9.75,6.95
4531,10.4,6.9
4532,10.85,7.05
4533,11.3,7.2
4534,11.7,7.45
4535,12.1,7.7
4536,13.25,8.35
4537,14.4,9.0
4538,15.25,9.1
4539,16.1,9.2
4540,16.9,8.2
4541,17.7,7.2
4542,18.4,7.4
4543,19.1,7.6
4544,19.1,7.75
4545,19.1,7.9
4546,18.55,7.2
4547,18.0,6.5
4548,17.3,7.15
4549,16.6,7.8
4550,15.9,8.15
4551,15.2,8.5
4552,14.25,8.55
4553,13.3,8.6
4554,12.85,8.65
4555,12.4,8.7
4556,12.0,8.6
4557,11.6,8.5
4558,11.15,8.25
4559,10.7,8.0
4560,10.45,7.9
4561,10.2,7.8
4562,9.45,7.3
4563,8.7,6.8
4564,8.05,6.6
4565,7.4,6.4
4566,7.0,6.2
4567,6.6,6.0
4568,6.05,5.55
4569,5.5,5.1
4570,5.05,4.7
4571,4.6,4.3
4572,4.85,4.65
4573,5.1,5.0
4574,5.2,5.15
4575,5.3,5.3
4576,6.2,6.2
4577,7.1,7.1
4578,7.3,7.05
4579,7.5,7.0
4580,7.6,6.95
4581,7.7,6.9
4582,10.1,7.45
4583,12.5,8.0
4584,13.9,8.6
4585,15.3,9.2
4586,15.8,8.3
4587,16.3,7.4
4588,16.65,7.1
4589,17.0,6.8
4590,16.8,6.9
4591,16.6,7.0
4592,16.3,6.8
4593,16.0,6.6
4594,15.6,6.45
4595,15.2,6.3
4596,14.65,5.35
4597,14.1,4.4
4598,13.4,3.95
4599,12.7,3.5
4600,12.15,3.85
4601,11.6,4.2
4602,11.05,4.6
4603,10.5,5.0
4604,10.1,4.8
4605,9.7,4.6
4606,9.1,4.75
4607,8.5,4.9
4608,8.25,4.9
4609,8.0,4.9
4610,7.75,5.0
4611,7.5,5.1
4612,7.65,5.4
4613,7.8,5.7
4614,8.15,5.6
4615,8.5,5.5
4616,8.75,5.5
4617,9.0,5.5
4618,8.9,5.55
4619,8.8,5.6
4620,8.85,5.6
4621,8.9,5.6
4622,9.15,5.65
4623,9.4,5.7
4624,9.6,5.9
4625,9.8,6.1
4626,10.35,6.1
4627,10.9,6.1
4628,11.15,6.2
4629,11.4,6.3
4630,11.75,5.85
4631,12.1,5.4
4632,12.35,4.9
4633,12.6,4.4
4634,12.85,4.5
4635,13.1,4.6
4636,12.7,4.65
4637,12.3,4.7
4638,12.9,4.45
4639,13.5,4.2
4640,13.5,4.1
4641,13.5,4.0
4642,13.2,3.9
4643,12.9,3.8
4644,12.55,3.45
4645,12.2,3.1
4646,11.6,2.95
4647,11.0,2.8
4648,10.35,2.8
4649,9.7,2.8
4650,9.25,2.9
4651,8.8,3.0
4652,8.05,2.95
4653,7.3,2.9
4654,6.6,2.95
4655,5.9,3.0
4656,5.5,2.85
4657,5.1,2.7
4658,4.65,2.65
4659,4.2,2.6
4660,3.95,2.6
4661,3.7,2.6
4662,3.4,2.4
4663,3.1,2.2
4664,2.7,1.95
4665,2.3,1.7
4666,2.35,1.9
4667,2.4,2.1
4668,2.25,1.95
4669,2.1,1.8
4670,3.2,2.9
4671,4.3,4.0
4672,5.7,3.6
4673,7.1,3.2
4674,8.2,3.75
4675,9.3,4.3
4676,9.2,4.0
4677,9.1,3.7
4678,9.4,3.75
4679,9.7,3.8
4680,10.85,4.0
4681,12.0,4.2
4682,12.4,4.0
4683,12.8,3.8
4684,12.95,4.1
4685,13.1,4.4
4686,13.45,4.4
4687,13.8,4.4
4688,13.8,4.55
4689,13.8,4.7
4690,14.05,4.7
4691,14.3,4.7
4692,13.75,5.3
4693,13.2,5.9
4694,12.1,6.1
4695,11.0,6.3
4696,10.25,6.2
4697,9.5,6.1
4698,8.7,6.1
4699,7.9,6.1
4700,8.9,6.25
4701,9.9,6.4
4702,8.5,5.95
4703,7.1,5.5
4704,6.65,5.35
4705,6.2,5.2
4706,5.7,4.7
4707,5.2,4.2
4708,5.05,4.3
4709,4.9,4.4
4710,4.45,4.05
4711,4.0,3.7
4712,3.85,3.6
4713,3.7,3.5
4714,4.0,3.8
4715,4.3,4.1
4716,3.95,3.7
4717,3.6,3.3
4718,4.0,3.8
4719,4.4,4.3
4720,6.4,6.25
4721,8.4,8.2
4722,9.6,6.9
4723,10.8,5.6
4724,12.45,5.2
4725,14.1,4.8
4726,14.9,3.7
4727,15.7,2.6
4728,16.25,2.2
4729,16.8,1.8
4730,16.85,-0.1
4731,16.9,-2.0
4732,17.4,-0.85
4733,17.9,0.3
4734,18.2,1.5
4735,18.5,2.7
4736,18.3,3.3
4737,18.1,3.9
4738,17.55,3.65
4739,17.0,3.4
4740,16.45,3.85
4741,15.9,4.3
4742,14.95,4.45
4743,14.0,4.6
4744,13.0,4.55
4745,12.0,4.5
4746,11.65,4.7
4747,11.3,4.9
4748,11.05,4.15
4749,10.8,3.4
4750,10.4,2.5
4751,10.0,1.6
4752,9.45,1.95
4753,8.9,2.3
4754,7.2,2.1
4755,5.5,1.9
4756,4.75,1.95
4757,4.0,2.0
4758,3.5,1.75
4759,3.0,1.5
4760,2.65,1.25
4761,2.3,1.0
4762,2.05,0.95
4763,1.8,0.9
4764,1.6,0.85
4765,1.4,0.8
4766,2.55,2.1
4767,3.7,3.4
4768,6.5,2.55
4769,9.3,1.7
4770,10.3,2.3
4771,11.3,2.9
4772,13.35,1.65
4773,15.4,0.4
4774,15.55,0.15
4775,15.7,-0.1
4776,16.25,0.0
4777,16.8,0.1
4778,17.05,0.95
4779,17.3,1.8
4780,17.3,1.4
4781,17.3,1.0
4782,16.85,1.45
4783,16.4,1.9
4784,15.9,3.0
4785,15.4,4.1
4786,16.3,2.85
4787,17.2,1.6
4788,16.8,1.35
4789,16.4,1.1
4790,15.95,2.55
4791,15.5,4.0
4792,14.4,4.5
4793,13.3,5.0
4794,12.5,4.9
4795,11.7,4.8
4796,11.25,5.15
4797,10.8,5.5
4798,10.5,5.25
4799,10.2,5.0
4800,10.25,5.4
4801,10.3,5.8
4802,10.2,5.65
4803,10.1,5.5
4804,9.95,5.65
4805,9.8,5.8
4806,9.95,5.85
4807,10.1,5.9
4808,9.95,6.05
4809,9.8,6.2
4810,7.55,4.8
4811,5.3,3.4
4812,4.95,2.8
4813,4.6,2.2
4814,4.55,1.9
4815,4.5,1.6
4816,4.95,1.8
4817,5.4,2.0
4818,5.95,1.2
4819,6.5,0.4
4820,7.4,-0.35
4821,8.3,-1.1
4822,7.25,0.3
4823,6.2,1.7
4824,5.1,1.55
4825,4.0,1.4
4826,5.8,2.75
4827,7.6,4.1
4828,8.6,1.85
4829,9.6,-0.4
4830,9.65,-1.15
4831,9.7,-1.9
4832,9.3,-1.35
4833,8.9,-0.8
4834,7.4,1.3
4835,5.9,3.4
4836,6.8,2.3
4837,7.7,1.2
4838,6.7,1.45
4839,5.7,1.7
4840,5.45,1.75
4841,5.2,1.8
4842,5.2,1.6
4843,5.2,1.4
4844,5.35,1.25
4845,5.5,1.1
4846,5.75,1.0
4847,6.0,0.9
4848,6.1,1.0
4849,6.2,1.1
4850,6.2,0.9
