src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
380,GAINSBOROUGH,gainsborough,lincolnshire,53.409,-0.771,34,1960,1963
381,SCAMPTON,scampton,lincolnshire,53.307,-0.548,57,1984,2019
382,NORMANBY HALL,normanby-hall,humberside,53.637,-0.659,47,1993,2019
383,NAVENBY,navenby,lincolnshire,53.108,-0.549,18,1962,1965
384,WADDINGTON,waddington,lincolnshire,53.175,-0.523,68,1949,2019
385,LINCOLN,lincoln,lincolnshire,53.235,-0.56,6,1959,1982
386,CRANWELL,cranwell,lincolnshire,53.031,-0.504,63,1930,2019
387,BRIGG,brigg,lincolnshire,53.562,-0.489,3,1964,1977
388,BOURNE,bourne,lincolnshire,52.755,-0.318,2,1990,1998
389,CAISTOR,caistor,lincolnshire,53.503,-0.37,21,1965,1982
390,GIBRALTAR POINT,gibraltar-point,lincolnshire,53.095,0.321,3,1987,1989
391,WALESBY,walesby,lincolnshire,53.425,-0.286,115,1994,2006
392,"KIRTON, HORTICULTURE",kirton-horticulture,lincolnshire,52.937,-0.068,4,1974,2009
393,CONINGSBY,coningsby,lincolnshire,53.094,-0.173,6,1978,2019
394,BINBROOK,binbrook,lincolnshire,53.445,-0.202,108,1963,1992
395,HOLBEACH NO 2,holbeach-no-2,lincolnshire,52.873,0.139,3,1991,2019
396,DRIBY,driby,lincolnshire,53.249,0.077,41,1979,1998
397,COVENHAM,covenham,lincolnshire,53.45,0.033,3,1979,1991
398,CLEETHORPES,cleethorpes,humberside,53.552,-0.018,7,1959,1981
399,"CLEETHORPES, HAVERSTOE PARK",cleethorpes-haverstoe-park,humberside,53.55,-0.03,7,1981,2004
400,SUTTON BRIDGE EXP STA,sutton-bridge-exp-sta,lincolnshire,52.76,0.193,4,1965,1979
401,MANBY,manby,lincolnshire,53.361,0.097,13,1957,1974
403,SKEGNESS,skegness,lincolnshire,53.148,0.346,6,1904,2017
404,LINCOLN (CANWICK),lincoln-canwick,lincolnshire,53.222,-0.505,7,1983,1996
405,DONNA NOOK NO 2,donna-nook-no-2,lincolnshire,53.475,0.153,8,1993,2019
406,TERRINGTON ST CLEMENT,terrington-st-clement,norfolk,52.745,0.288,2,1959,2007
407,DENVER,denver,norfolk,52.583,0.346,3,1978,2019
408,NORWICH WEATHER CENTRE,norwich-weather-centre,norfolk,52.626,1.298,35,1987,2000
409,MARHAM,marham,norfolk,52.651,0.566,21,1957,2019
16789,MOUNT WISE MET OFFICE,mount-wise-met-office,devon,50.366,-4.168,22,1946,1948
411,HUNSTANTON NO 2,hunstanton-no-2,norfolk,52.952,0.499,15,1988,2009
412,"SANTON DOWNHAM, GRIMES GRAVES",santon-downham-grimes-graves,norfolk,52.479,0.668,24,1959,1988
413,SANTON DOWNHAM,santon-downham,suffolk,52.459,0.671,6,1988,2019
414,SOUTH RAYNHAM,south-raynham,norfolk,52.771,0.778,68,1989,2000
415,WEST RAYNHAM,west-raynham,norfolk,52.786,0.737,73,1957,1969
416,SCULTHORPE,sculthorpe,norfolk,52.851,0.755,65,1978,1979
417,BRESSINGHAM,bressingham,norfolk,52.387,1.052,35,1987,1991
418,"EAST DEREHAM, NEATHERD",east-dereham-neatherd,norfolk,52.68,0.959,53,1979,1982
419,EAST DEREHAM,east-dereham,norfolk,52.685,0.949,53,1965,1976
420,"MELTON CONSTABLE, STODY ESTATE",melton-constable-stody-estate,norfolk,52.859,1.073,54,1993,2003
421,WEYBOURNE,weybourne,norfolk,52.949,1.122,21,1991,2019
422,MORLEY ST BOTOLPH,morley-st-botolph,norfolk,52.555,1.039,46,1968,2005
423,COSTESSEY,costessey,norfolk,52.663,1.216,18,1972,1975
24996,"HEREFORD, CREDENHILL",hereford-credenhill,hereford-and-worcester,52.08,-2.802,76,1999,2019
426,CROMER,cromer,norfolk,52.934,1.291,37,1902,2019
427,SCOLE,scole,norfolk,52.365,1.158,27,1971,1980
428,SPROWSTON,sprowston,norfolk,52.662,1.327,28,1959,1968
429,COLTISHALL,coltishall,norfolk,52.757,1.351,17,1962,2006
430,DITCHINGHAM NO 2,ditchingham-no-2,norfolk,52.473,1.429,26,1992,1999
431,BURLINGHAM,burlingham,norfolk,52.637,1.506,27,1959,1976
432,GORLESTON,gorleston,norfolk,52.572,1.738,4,1930,1984
433,HEMSBY,hemsby,norfolk,52.686,1.687,13,1978,2001
434,MILDENHALL,mildenhall,suffolk,52.372,0.471,5,1949,1969
435,BROOMS BARN,brooms-barn,suffolk,52.261,0.566,75,1964,2019
436,CAVENDISH,cavendish,suffolk,52.091,0.628,55,1977,2019
437,MARTLESHAM HEATH,martlesham-heath,suffolk,52.06,1.284,25,1984,1987
438,HONINGTON,honington,suffolk,52.34,0.77,51,1969,2003
439,EAST BERGHOLT,east-bergholt,suffolk,51.96,1.023,7,1959,2019
440,WATTISHAM,wattisham,suffolk,52.124,0.957,89,1959,2019
441,HAUGHLEY,haughley,suffolk,52.236,0.973,62,1974,1982
442,CHARSFIELD,charsfield,suffolk,52.163,1.28,49,1992,2019
443,FELIXSTOWE,felixstowe,suffolk,51.947,1.325,3,1957,1961
444,LEVINGTON,levington,suffolk,52.012,1.264,22,1977,1996
445,WESTLETON,westleton,suffolk,52.247,1.621,10,1988,2015
448,ALDEBURGH,aldeburgh,suffolk,52.147,1.603,7,1965,1978
449,LOWESTOFT,lowestoft,suffolk,52.49,1.744,25,1889,2003
450,"BOXWORTH, HOME PADDOCK",boxworth-home-paddock,cambridgeshire,52.257,-0.028,48,1959,1976
451,"BOXWORTH, SAMSON FIELD",boxworth-samson-field,cambridgeshire,52.251,-0.033,53,1977,2002
452,MEPAL,mepal,cambridgeshire,52.422,0.1,-2,1967,2005
453,MARCH,march,cambridgeshire,52.55,0.093,2,1970,2003
454,"CAMBRIDGE, BOTANIC GARDEN",cambridge-botanic-garden,cambridgeshire,52.194,0.129,13,1911,2019
455,"CAMBRIDGE, NIAB",cambridge-niab,cambridgeshire,52.245,0.1,26,1959,2019
456,MONKS WOOD,monks-wood,cambridgeshire,52.402,-0.237,41,1963,2019
457,WYTON,wyton,cambridgeshire,52.354,-0.116,40,1957,1995
458,WOBURN,woburn,bedfordshire,52.014,-0.596,89,1898,2019
459,DUNSTABLE,dunstable,bedfordshire,51.886,-0.54,157,1957,1960
461,BEDFORD,bedford,bedfordshire,52.227,-0.465,85,1980,2019
462,GOLDINGTON,goldington,bedfordshire,52.148,-0.432,33,1959,1961
463,"LUTON, WARDOWN PARK",luton-wardown-park,bedfordshire,51.897,-0.419,116,1959,1966
464,SILSOE,silsoe,bedfordshire,52.01,-0.41,59,1959,1999
465,CARDINGTON,cardington,bedfordshire,52.104,-0.423,29,1957,1980
466,LUTON,luton,bedfordshire,51.882,-0.377,158,1967,1989
16851,MORECAMBE NO 2,morecambe-no-2,lancashire,54.076,-2.86,7,1930,2019
468,BOVINGDON,bovingdon,hertfordshire,51.724,-0.544,157,1957,1967
469,ALDENHAM SCHOOL NO 2,aldenham-school-no-2,hertfordshire,51.662,-0.328,91,1964,2007
470,"GARSTON, BUILDING RESEARCH ",garston-building-research,hertfordshire,51.702,-0.376,78,1961,1982
471,ROTHAMSTED,rothamsted,hertfordshire,51.807,-0.36,128,1911,2019
472,"ST ALBANS, OAKLANDS",st-albans-oaklands,hertfordshire,51.756,-0.288,80,1959,1984
473,LETCHWORTH MUSEUM,letchworth-museum,hertfordshire,51.977,-0.23,88,1959,1960
474,LETCHWORTH,letchworth,hertfordshire,51.997,-0.242,59,1960,1979
475,BAYFORDBURY,bayfordbury,hertfordshire,51.776,-0.095,67,1959,1961
476,STANSTEAD ABBOTS,stanstead-abbots,hertfordshire,51.773,0.012,30,1959,1993
477,HODDESDON,hoddesdon,hertfordshire,51.777,-0.017,43,1959,1989
478,EASTWICK LODGE,eastwick-lodge,essex,51.783,0.096,42,1959,1970
479,BRENT PELHAM,brent-pelham,hertfordshire,51.954,0.087,113,1988,1991
481,HIGH BEACH,high-beach,essex,51.664,0.041,110,1978,2019
482,LITTLE PARNDON,little-parndon,hertfordshire,51.777,0.095,54,1967,1978
483,HARLOW,harlow,essex,51.77,0.13,79,1963,1983
484,STANSTED,stansted,essex,51.881,0.223,101,1957,1997
485,AUDLEY END,audley-end,essex,52.023,0.221,52,1977,1978
486,STANFORD-LE-HOPE,stanford-le-hope,essex,51.506,0.427,6,1974,1982
487,WRITTLE,writtle,essex,51.734,0.429,32,1959,2019
488,WIXOE,wixoe,essex,52.059,0.492,50,1978,1989
489,CORYTON,coryton,essex,51.513,0.515,3,1959,1964
490,RETTENDON,rettendon,essex,51.641,0.585,19,1987,2008
491,HALSTEAD,halstead,essex,51.947,0.645,70,1975,1993
492,SOUTHEND,southend,essex,51.535,0.703,27,1959,1971
493,MALDON,maldon,essex,51.726,0.696,4,1959,1976
494,EARLS COLNE,earls-colne,essex,51.927,0.701,51,1959,1975
495,"RAYLEIGH, RAWRETH LANE",rayleigh-rawreth-lane,essex,51.603,0.604,28,1980,1986
496,"SOUTHEND, SOUTHCHURCH PARK",southend-southchurch-park,essex,51.532,0.738,4,1971,2005
497,SHOEBURYNESS,shoeburyness,essex,51.537,0.807,2,1930,1981
498,"SHOEBURYNESS, LANDWICK",shoeburyness-landwick,essex,51.555,0.827,2,1983,2019
500,"COLCHESTER, SEVERALLS LANE",colchester-severalls-lane,essex,51.917,0.926,46,1994,1997
502,CLACTON-ON-SEA,clacton-on-sea,essex,51.785,1.148,16,1959,1995
503,WALTON ON NAZE,walton-on-naze,essex,51.851,1.266,11,1959,1960
504,WALTON-ON-THE-NAZE,walton-on-the-naze,essex,51.855,1.28,5,1962,1973
505,DOVERCOURT NO 2,dovercourt-no-2,essex,51.922,1.26,3,1959,1974
506,HOLME MOSS,holme-moss,west-yorkshire,53.533,-1.857,520,1984,1995
507,SLAIDBURN,slaidburn,lancashire,53.988,-2.435,192,1959,1996
509,MALHAM TARN,malham-tarn,north-yorkshire,54.1,-2.164,381,1959,2019
510,RISHWORTH,rishworth,west-yorkshire,53.663,-1.952,170,1990,1992
512,"BINGLEY, NO 1",bingley-no-1,west-yorkshire,53.846,-1.862,186,1959,1961
513,"BINGLEY, NO 2",bingley-no-2,west-yorkshire,53.811,-1.867,262,1973,2019
514,HUDDERSFIELD,huddersfield,west-yorkshire,53.645,-1.755,99,1959,1977
515,"HUDDERSFIELD, OAKES",huddersfield-oakes,west-yorkshire,53.656,-1.83,232,1957,1986
516,BRADFORD,bradford,west-yorkshire,53.814,-1.774,134,1908,2019
517,ILKLEY NO 2,ilkley-no-2,west-yorkshire,53.927,-1.811,84,1959,1986
518,DORE,dore,south-yorkshire,53.326,-1.542,212,1962,1964
519,"SHEFFIELD, ECCLESALL",sheffield-ecclesall,south-yorkshire,53.354,-1.518,210,1960,1962
520,"SHEFFIELD, DORE",sheffield-dore,south-yorkshire,53.331,-1.537,206,1976,1985
521,EMLEY MOOR,emley-moor,west-yorkshire,53.613,-1.665,259,1984,2010
522,WILTON PARK,wilton-park,west-yorkshire,53.728,-1.645,130,1965,1971
523,LEEDS WEATHER CENTRE,leeds-weather-centre,west-yorkshire,53.801,-1.561,64,1985,2003
524,HARROGATE,harrogate,north-yorkshire,54.015,-1.539,66,1959,2003
525,SHEFFIELD,sheffield,south-yorkshire,53.381,-1.491,131,1882,2019
528,WAKEFIELD,wakefield,west-yorkshire,53.675,-1.506,35,1959,1965
529,RYHILL,ryhill,west-yorkshire,53.628,-1.394,78,1994,2019
530,KILLINGHALL,killinghall,north-yorkshire,54.015,-1.585,111,1959,1961
531,ROTHERHAM,rotherham,south-yorkshire,53.426,-1.347,86,1959,1970
532,PONTEFRACT,pontefract,west-yorkshire,53.684,-1.316,78,1959,1981
533,CHURCH FENTON,church-fenton,north-yorkshire,53.836,-1.199,8,1984,2013
534,BRAMHAM,bramham,west-yorkshire,53.869,-1.319,54,1959,2019
535,CAWOOD,cawood,north-yorkshire,53.828,-1.148,6,1959,2019
536,ASKHAM BRYAN,askham-bryan,north-yorkshire,53.923,-1.163,32,1959,2005
537,LINDHOLME,lindholme,south-yorkshire,53.549,-0.972,5,1957,1957
539,BUXTON,buxton,derbyshire,53.258,-1.914,307,1875,2019
540,CHAPEL EN LE FRITH,chapel-en-le-frith,derbyshire,53.337,-1.887,274,1959,1966
541,ASHBOURNE,ashbourne,derbyshire,53.009,-1.724,175,1989,1991
542,COTON-IN-THE-ELMS,coton-in-the-elms,derbyshire,52.737,-1.641,85,1991,2019
543,"DERBY, MARKEATON PARK",derby-markeaton-park,derbyshire,52.936,-1.506,58,1984,1990
544,CHATSWORTH GARDENS,chatsworth-gardens,derbyshire,53.227,-1.61,133,1965,1974
545,BARBROOK,barbrook,derbyshire,53.288,-1.579,323,1978,1979
546,REPTON SCHOOL,repton-school,derbyshire,52.84,-1.553,55,1968,1972
547,MACKWORTH,mackworth,derbyshire,52.922,-1.527,89,1959,1974
548,BELPER,belper,derbyshire,53.017,-1.486,62,1958,1973
549,ASHOVER NO 2,ashover-no-2,derbyshire,53.162,-1.48,178,1967,2015
550,DERBY,derby,derbyshire,52.927,-1.467,48,1959,1978
551,MORLEY,morley,derbyshire,52.957,-1.429,105,1959,2006
552,WINGERWORTH NO 2,wingerworth-no-2,derbyshire,53.194,-1.435,115,1968,1991
553,CHESTERFIELD,chesterfield,derbyshire,53.241,-1.426,91,1959,1966
554,SUTTON BONINGTON,sutton-bonington,nottinghamshire,52.836,-1.251,43,1924,2019
555,NEWTHORPE,newthorpe,nottinghamshire,53,-1.292,58,1972,1983
556,"NOTTINGHAM, WATNALL",nottingham-watnall,nottinghamshire,53.006,-1.251,117,1957,2019
557,NOTTINGHAM TRAINING COLLEGE,nottingham-training-college,nottinghamshire,52.911,-1.188,51,1962,1968
558,MANSFIELD NO 2,mansfield-no-2,nottinghamshire,53.151,-1.19,114,1959,1987
559,NOTTINGHAM,nottingham,nottinghamshire,52.95,-1.155,59,1924,1982
560,KEYWORTH,keyworth,nottinghamshire,52.878,-1.079,69,1988,2001
561,WARSOP,warsop,nottinghamshire,53.223,-1.116,46,1959,2006
562,FINNINGLEY,finningley,south-yorkshire,53.483,-1.008,10,1958,1995
564,SOUTHWELL,southwell,nottinghamshire,53.064,-0.963,70,1989,1993
565,WEST RETFORD,west-retford,nottinghamshire,53.338,-0.956,14,1994,1998
566,WISETON,wiseton,nottinghamshire,53.396,-0.932,6,1979,1995
567,CLARBOROUGH,clarborough,nottinghamshire,53.341,-0.901,21,1987,1993
568,LANGAR,langar,nottinghamshire,52.896,-0.909,32,1957,1961
569,NEWTOWN LINFORD,newtown-linford,leicestershire,52.681,-1.217,119,1959,2003
571,STOUGHTON,stoughton,leicestershire,52.613,-1.068,100,1990,1996
572,LEICESTER MERCURY,leicester-mercury,leicestershire,52.633,-1.125,61,1981,1982
573,LEICESTER,leicester,leicestershire,52.632,-1.081,81,1959,1963
574,BROOKSBY HALL NO 2,brooksby-hall-no-2,leicestershire,52.732,-0.996,70,1979,1996
575,CALDECOTT P STA,caldecott-p-sta,leicestershire,52.53,-0.727,53,1959,1995
576,COTTESMORE,cottesmore,leicestershire,52.727,-0.656,136,1984,2011
577,BUGBROOKE MILL,bugbrooke-mill,northamptonshire,52.221,-1.005,76,1961,1978
578,"NORTHAMPTON, MOULTON PARK",northampton-moulton-park,northamptonshire,52.274,-0.881,127,1976,2018
579,WELLINGBOROUGH,wellingborough,northamptonshire,52.309,-0.703,88,1959,1961
580,RAUNDS,raunds,northamptonshire,52.338,-0.547,59,1959,1992
581,MARHOLM,marholm,cambridgeshire,52.604,-0.311,21,1965,2003
583,WITTERING,wittering,cambridgeshire,52.612,-0.468,74,1957,2019
585,"BIRMINGHAM, KING EDWARDS SCHOOL",birmingham-king-edwards-school,west-midlands,52.449,-1.926,137,1959,1986
586,"WINTERBOURNE, UNIVERSITY OF BIRMINGHAM",winterbourne-university-of-birmingham,west-midlands,52.454,-1.924,130,1988,2012
588,LUDDINGTON NO 2,luddington-no-2,warwickshire,52.173,-1.776,42,1959,1968
589,LUDDINGTON,luddington,warwickshire,52.173,-1.757,56,1968,1989
590,STRATFORD-UPON-AVON,stratford-upon-avon,warwickshire,52.192,-1.762,49,1959,2003
592,SHIPSTON-ON-STOUR,shipston-on-stour,warwickshire,52.064,-1.691,111,1959,1982
593,ELMDON,elmdon,west-midlands,52.453,-1.742,96,1949,1999
595,CHURCH LAWFORD,church-lawford,warwickshire,52.359,-1.331,107,1991,2019
596,WELLESBOURNE,wellesbourne,warwickshire,52.206,-1.605,47,1959,2019
597,"COVENTRY, TORRINGTON AVENUE",coventry-torrington-avenue,west-midlands,52.399,-1.575,107,1966,1974
598,"COVENTRY, BABLAKE",coventry-bablake,west-midlands,52.414,-1.521,89,1984,1998
599,MORETON MORRELL,moreton-morrell,warwickshire,52.195,-1.554,85,1959,1988
600,COVENTRY AIRPORT,coventry-airport,warwickshire,52.366,-1.49,81,1974,1979
601,COVENTRY,coventry,warwickshire,52.394,-1.519,103,1951,1966
603,LONG LAWFORD,long-lawford,warwickshire,52.379,-1.307,87,1974,1977
604,RUGBY,rugby,warwickshire,52.37,-1.257,117,1959,2000
605,BRIZE NORTON,brize-norton,oxfordshire,51.758,-1.578,82,1968,2019
606,OXFORD,oxford,oxfordshire,51.761,-1.264,63,1853,2019
607,SOUTH NEWINGTON,south-newington,oxfordshire,51.998,-1.406,105,1994,2019
608,"BANBURY, GRIMSBURY P STA",banbury-grimsbury-p-sta,oxfordshire,52.073,-1.334,87,1989,1992
609,SHIRBURN MODEL FARM,shirburn-model-farm,oxfordshire,51.669,-0.996,108,1968,2019
611,MAIDENSGROVE,maidensgrove,oxfordshire,51.589,-0.958,182,1978,1982
613,BENSON,benson,oxfordshire,51.62,-1.099,57,1974,2019
615,"MEDMENHAM, WATER RESEARCH",medmenham-water-research,buckinghamshire,51.548,-0.84,30,1962,1981
616,GRENDON UNDERWOOD,grendon-underwood,buckinghamshire,51.889,-1.016,67,1964,2000
618,AYLESBURY,aylesbury,buckinghamshire,51.796,-0.782,96,1959,1985
620,CHENIES NO 2,chenies-no-2,buckinghamshire,51.69,-0.534,139,1992,1998
622,KEELE,keele,staffordshire,52.999,-2.27,179,1959,2019
623,OAKEN,oaken,staffordshire,52.625,-2.213,125,1959,1982
624,WHEATON ASTON,wheaton-aston,staffordshire,52.717,-2.226,111,1959,1961
625,STONE NO 2,stone-no-2,staffordshire,52.886,-2.183,107,1959,1990
626,PENKRIDGE,penkridge,staffordshire,52.702,-2.12,101,1959,2004
627,CELLARHEAD,cellarhead,staffordshire,53.04,-2.085,228,1983,1997
628,IPSTONES EDGE,ipstones-edge,staffordshire,53.056,-1.951,340,1994,2019
629,WALSALL,walsall,west-midlands,52.607,-1.917,163,1959,1999
630,ONECOTE,onecote,staffordshire,53.116,-1.949,411,1959,1969
631,DENSTONE,denstone,staffordshire,52.957,-1.866,140,1994,2006
632,OSWESTRY,oswestry,shropshire,52.858,-3.072,174,1959,1982
633,NEWCASTLE ON CLUN,newcastle-on-clun,shropshire,52.433,-3.108,215,1986,1997
634,PENNERLEY,pennerley,shropshire,52.59,-2.95,357,1988,2019
635,OSWESTRY SCHOOL,oswestry-school,shropshire,52.856,-3.063,139,1985,2000
636,EDGE,edge,shropshire,52.674,-2.891,126,1988,2019
638,PRESTON MONTFORD,preston-montford,shropshire,52.725,-2.842,71,1976,2019
639,"SHREWSBURY, SHELTON",shrewsbury-shelton,shropshire,52.715,-2.794,87,1984,1985
640,"SHREWSBURY, MONKMOOR S WKS",shrewsbury-monkmoor-s-wks,shropshire,52.718,-2.718,55,1959,1983
641,LUDLOW COLLEGE NO 2,ludlow-college-no-2,shropshire,52.367,-2.723,107,1988,2002
642,LUDLOW W WKS,ludlow-w-wks,shropshire,52.355,-2.712,72,1979,1981
643,SHAWBURY,shawbury,shropshire,52.795,-2.665,72,1957,2019
645,CLEE HILL,clee-hill,shropshire,52.398,-2.591,504,1966,1971
646,NETHERCOTT,nethercott,shropshire,52.405,-2.476,150,1994,1994
647,DETTON HALL,detton-hall,shropshire,52.413,-2.491,153,1994,2003
648,COALBROOKDALE,coalbrookdale,shropshire,52.64,-2.494,73,1992,2002
649,WELLINGTON NO 2,wellington-no-2,shropshire,52.702,-2.485,96,1963,1970
651,NEWPORT (SALOP),newport-salop,shropshire,52.778,-2.428,66,1928,2019
652,HAMPTON LOADE,hampton-loade,shropshire,52.481,-2.37,62,1969,1982
653,MALVERN,malvern,hereford-and-worcester,52.113,-2.308,62,1900,2008
654,"WORCESTER, BARBOURNE",worcester-barbourne,hereford-and-worcester,52.211,-2.23,25,1988,2003
655,WORCESTER,worcester,hereford-and-worcester,52.18,-2.187,58,1959,1969
656,DROITWICH,droitwich,hereford-and-worcester,52.272,-2.16,32,1959,1961
657,PERSHORE,pershore,hereford-and-worcester,52.148,-2.041,35,1957,2019
658,PERSHORE COLLEGE,pershore-college,hereford-and-worcester,52.1,-2.06,37,1959,2019
660,ASTWOOD BANK,astwood-bank,hereford-and-worcester,52.248,-1.935,137,1976,2019
661,IPSLEY S WKS,ipsley-s-wks,hereford-and-worcester,52.288,-1.911,73,1966,1974
663,HALESOWEN,halesowen,west-midlands,52.438,-2.076,153,1956,2004
664,MADLEY,madley,hereford-and-worcester,52.031,-2.842,78,1984,2004
665,HEREFORD,hereford,hereford-and-worcester,52.045,-2.701,51,1970,1979
666,LYONSHALL,lyonshall,hereford-and-worcester,52.213,-2.975,164,1959,2014
667,CREDENHILL NO 2,credenhill-no-2,hereford-and-worcester,52.086,-2.792,75,1962,1965
668,"BROMYARD, BATCHLEY FARM",bromyard-batchley-farm,hereford-and-worcester,52.214,-2.587,250,1983,2015
669,SHOBDON AIRFIELD,shobdon-airfield,hereford-and-worcester,52.243,-2.886,99,1992,2019
670,GREAT MALVERN,great-malvern,hereford-and-worcester,52.121,-2.306,44,1983,2008
671,ROSS-ON-WYE,ross-on-wye,hereford-and-worcester,51.911,-2.586,67,1914,2019
672,"WORCESTER, CORNMEADOW",worcester-cornmeadow,hereford-and-worcester,52.224,-2.225,30,1983,1986
673,PRESTON WYNNE,preston-wynne,hereford-and-worcester,52.125,-2.638,84,1959,2008
674,AVONMOUTH,avonmouth,avon,51.506,-2.717,9,1959,1967
675,BRISTOL WEATHER CENTRE,bristol-weather-centre,avon,51.453,-2.6,42,1982,2001
676,FILTON,filton,avon,51.522,-2.577,59,1957,2018
679,"SLIMBRIDGE, SIX ACRES",slimbridge-six-acres,gloucestershire,51.705,-2.383,45,1994,1999
680,SLIMBRIDGE,slimbridge,gloucestershire,51.74,-2.404,5,1988,1998
681,RUSCOMBE,ruscombe,gloucestershire,51.768,-2.238,186,1959,1961
682,RANDWICK,randwick,gloucestershire,51.762,-2.246,200,1989,2003
683,HEMPSTED,hempsted,gloucestershire,51.84,-2.276,12,1959,1975
684,GLOUCESTER,gloucester,gloucestershire,51.858,-2.218,23,1960,1975
685,BERRY HILL,berry-hill,gloucestershire,51.808,-2.619,232,1983,1983
686,INNSWORTH,innsworth,gloucestershire,51.891,-2.196,21,1975,1981
687,CHELTENHAM,cheltenham,gloucestershire,51.895,-2.08,65,1889,2001
688,CIRENCESTER,cirencester,gloucestershire,51.709,-1.996,133,1959,2019
690,DIDBROOK FIELDS,didbrook-fields,gloucestershire,51.986,-1.932,80,1981,1998
691,WESTONBIRT,westonbirt,gloucestershire,51.607,-2.221,135,1983,2019
692,LITTLE RISSINGTON,little-rissington,gloucestershire,51.861,-1.693,210,1957,2019
25264,GLEN OYKEL,glen-oykel,sutherland,58.061,-4.846,160,1999,2000
694,KENSINGTON PALACE,kensington-palace,greater-london,51.506,-0.187,25,1959,1978
695,HAMPSTEAD,hampstead,greater-london,51.561,-0.18,137,1910,2016
697,"LONDON, ST JAMES'S PARK",london-st-jamess-park,greater-london,51.505,-0.131,5,1912,2019
699,REGENTS PARK,regents-park,greater-london,51.528,-0.152,39,1959,1971
701,CAMDEN SQUARE,camden-square,greater-london,51.545,-0.132,37,1959,1969
707,GREENWICH,greenwich,greater-london,51.48,-0.004,7,1948,1997
708,HEATHROW,heathrow,greater-london,51.479,-0.451,25,1948,2019
709,NORTHOLT,northolt,greater-london,51.549,-0.417,33,1948,2019
710,NORTHWOOD,northwood,greater-london,51.613,-0.421,85,1987,2015
711,HAMPTON W WKS,hampton-w-wks,greater-london,51.412,-0.378,12,1959,2019
712,WEALDSTONE,wealdstone,greater-london,51.595,-0.35,53,1959,1962
713,HARROW WEALD,harrow-weald,greater-london,51.615,-0.336,98,1974,1982
714,SOUTHGATE,southgate,greater-london,51.641,-0.124,67,1959,1987
715,"WALTHAM CROSS, CAPEL MANOR",waltham-cross-capel-manor,greater-london,51.68,-0.056,32,1989,1993
716,"ENFIELD, MIDDLESEX POLYTECHNIC",enfield-middlesex-polytechnic,greater-london,51.646,-0.047,17,1973,1990
717,ENFIELD,enfield,greater-london,51.636,-0.038,51,1963,1964
718,MERRIST WOOD,merrist-wood,surrey,51.274,-0.618,51,1973,1997
719,WISLEY,wisley,surrey,51.311,-0.476,38,1904,2019
720,MICKLEHAM,mickleham,surrey,51.261,-0.321,55,1950,2019
721,KEW,kew,greater-london,51.468,-0.316,5,1881,1980
723,KEW GARDENS,kew-gardens,greater-london,51.482,-0.294,6,1948,2019
725,GATWICK,gatwick,west-sussex,51.152,-0.193,59,1958,1998
726,KENLEY AIRFIELD,kenley-airfield,greater-london,51.304,-0.092,170,1991,2019
727,CROYDON AIRPORT,croydon-airport,greater-london,51.354,-0.117,61,1957,1959
728,WADDON,waddon,greater-london,51.359,-0.114,59,1959,1986
729,ADDINGTON,addington,greater-london,51.362,-0.059,144,1959,1974
730,EDENBRIDGE,edenbridge,kent,51.204,0.135,45,1973,2019
731,BROMLEY,bromley,greater-london,51.404,0.013,65,1959,1980
732,ANVIL GREEN,anvil-green,kent,51.206,1.015,140,1984,1992
733,EYNSFORD,eynsford,kent,51.37,0.206,43,1990,2008
734,SWANLEY,swanley,kent,51.41,0.173,54,1959,1967
736,DARTFORD,dartford,kent,51.441,0.219,5,1959,1970
737,TUNBRIDGE WELLS,tunbridge-wells,kent,51.131,0.268,107,1959,1964
738,HADLOW COLLEGE,hadlow-college,kent,51.223,0.33,27,1966,1994
25315,ORKNEY: LOCH OF HUNDLAND,orkney-loch-of-hundland,orkney,59.112,-3.229,28,1999,2019
740,WEST MALLING,west-malling,kent,51.272,0.403,93,1957,1960
742,GOUDHURST,goudhurst,kent,51.077,0.46,85,1959,2019
743,LANGDON BAY,langdon-bay,kent,51.134,1.343,117,1989,2019
744,EAST MALLING,east-malling,kent,51.288,0.448,33,1925,2019
745,CHATHAM SOUTH,chatham-south,kent,51.365,0.523,91,1976,1979
746,ULCOMBE,ulcombe,kent,51.197,0.636,47,1973,1996
747,CHARING,charing,kent,51.197,0.782,91,1980,2002
748,GILLINGHAM NO 2,gillingham-no-2,kent,51.394,0.564,3,1959,1981
750,PECKHAM,peckham,kent,51.185,0.63,29,1969,1972
751,SITTINGBOURNE,sittingbourne,kent,51.319,0.712,69,1959,1966
754,ISLE OF GRAIN NO 2,isle-of-grain-no-2,kent,51.443,0.69,2,1959,1970
756,THROWLEY,throwley,kent,51.231,0.839,150,1959,1975
757,FAVERSHAM,faversham,kent,51.297,0.878,46,1959,2019
758,DUNGENESS,dungeness,kent,50.913,0.972,6,1957,1979
760,WYE,wye,kent,51.185,0.945,56,1959,2006
761,WHITSTABLE,whitstable,kent,51.358,1.032,3,1959,1960
762,"FOLKESTONE, FAIRWAY AVENUE",folkestone-fairway-avenue,kent,51.089,1.16,31,1972,2003
763,FOLKESTONE,folkestone,kent,51.078,1.178,39,1908,1972
765,HERNE BAY NO 2,herne-bay-no-2,kent,51.358,1.135,40,1985,2006
